# STATION: 011HI
# STATION NAME: Lyon
# LATITUDE: 21.33300
# LONGITUDE: -157.80250
# ELEVATION [ft]: 495.0
# STATE: HI
Station_ID,Date_Time,pressure_set_1,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,solar_radiation_set_1,soil_temp_set_1,precip_accum_five_minute_set_1,soil_moisture_set_1,soil_moisture_set_2,soil_moisture_set_3,volt_set_1,net_radiation_set_1,net_radiation_sw_set_1,net_radiation_lw_set_1,outgoing_radiation_sw_set_1,incoming_radiation_lw_set_1,outgoing_radiation_lw_set_1,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,dew_point_temperature_set_1d,altimeter_set_1d,sea_level_pressure_set_1d,wet_bulb_temperature_set_1d
,,Pascals,Celsius,%,m/s,Degrees,m/s,W/m**2,Celsius,Millimeters,%,%,%,volts,W/m**2,W/m**2,W/m**2,W/m**2,W/m**2,W/m**2,Celsius,code,Celsius,Celsius,Pascals,Pascals,Celsius
011HI,2024-01-15T10:05:00Z,99370.0,16.922,100.0,0.309,6.38,0.586,0.0,,0.0,51.4,49.7,56.3,12.49,-64.65,-5.21,-59.44,1.83,336.08,395.52,,N,,16.92,101167.63,101148.31,
011HI,2024-01-15T10:10:00Z,99360.0,16.922,100.0,0.298,4.51,0.622,0.0,,0.0,51.4,49.7,56.3,12.49,-64.84,-5.3,-59.54,1.92,336.09,395.63,,N,,16.92,101157.45,101138.13,
011HI,2024-01-15T10:15:00Z,99350.0,16.961,100.0,0.231,6.06,0.489,0.0,,0.0,51.4,49.7,56.3,12.48,-65.45,-5.38,-60.08,1.93,335.46,395.54,,N,,16.96,101147.26,101127.71,
011HI,2024-01-15T10:20:00Z,99340.0,16.9,100.0,0.165,7.67,0.586,0.0,,0.0,51.4,49.7,56.3,12.48,-65.75,-5.53,-60.22,1.83,335.04,395.27,,N,,16.9,101137.08,101117.9,
011HI,2024-01-15T10:25:00Z,99340.0,16.9,100.0,0.103,3.93,0.458,0.0,,0.0,51.4,49.7,56.3,12.48,-65.65,-5.53,-60.12,1.95,334.98,395.1,,N,,16.9,101137.08,101117.9,
011HI,2024-01-15T10:30:00Z,99330.0,16.9,100.0,0.144,3.62,0.329,0.0,,0.0,51.4,49.7,56.3,12.48,-65.39,-5.42,-59.98,1.84,334.9,394.88,,N,,16.9,101126.9,101107.73,
011HI,2024-01-15T10:35:00Z,99330.0,16.878,100.0,0.391,6.68,0.72,0.0,,0.0,51.4,49.7,56.3,12.48,-65.09,-5.23,-59.87,1.86,335.49,395.36,,N,,16.88,101126.9,101107.86,
011HI,2024-01-15T10:40:00Z,99330.0,16.928,100.0,0.237,1.8,0.36,0.0,,0.0,51.4,49.7,56.3,12.47,-64.9,-5.2,-59.69,1.87,335.77,395.47,,N,,16.93,101126.9,101107.55,
011HI,2024-01-15T10:45:00Z,99340.0,16.922,100.0,0.334,4.05,0.684,0.0,,0.0,51.4,49.7,56.3,12.48,-64.5,-5.23,-59.27,1.77,336.28,395.55,,N,,16.92,101137.08,101117.77,
011HI,2024-01-15T10:50:00Z,99330.0,16.85,100.0,0.139,3.55,0.293,0.0,,0.0,51.4,49.7,56.3,12.47,-64.91,-5.39,-59.52,1.7,335.35,394.87,,N,,16.85,101126.9,101108.03,
011HI,2024-01-15T10:55:00Z,99340.0,16.8,100.0,0.319,6.31,0.684,0.0,,0.0,51.4,49.7,56.3,12.47,-64.97,-5.29,-59.69,1.76,335.23,394.92,,N,,16.8,101137.08,101118.52,
011HI,2024-01-15T11:00:00Z,99340.0,16.739,100.0,0.211,5.93,0.586,0.0,,0.0,51.4,49.7,56.3,12.47,-64.45,-5.31,-59.14,1.76,335.56,394.7,,N,,16.74,101137.08,101118.9,
011HI,2024-01-15T11:05:00Z,99340.0,16.678,100.0,0.134,4.51,0.293,0.0,,0.0,51.4,49.7,56.3,12.47,-64.67,-5.33,-59.34,1.62,334.87,394.21,,N,,16.68,101137.08,101119.28,
011HI,2024-01-15T11:10:00Z,99340.0,16.6,100.0,0.175,4.09,0.293,0.0,,0.0,51.4,49.7,56.3,12.46,-64.28,-5.32,-58.97,1.64,335.04,394.01,,N,,16.6,101137.08,101119.76,
011HI,2024-01-15T11:15:00Z,99340.0,16.628,100.0,0.329,5.51,0.72,0.0,,0.0,51.4,49.7,56.3,12.46,-63.96,-5.19,-58.77,1.9,335.41,394.19,,N,,16.63,101137.08,101119.59,
011HI,2024-01-15T11:20:00Z,99340.0,16.7,100.0,0.231,5.79,0.525,0.0,,0.0,51.4,49.7,56.3,12.46,-63.72,-5.11,-58.62,1.77,335.68,394.29,,N,,16.7,101137.08,101119.14,
011HI,2024-01-15T11:25:00Z,99330.0,16.661,100.0,0.216,5.77,0.556,0.0,,0.0,51.4,49.7,56.3,12.46,-64.04,-5.19,-58.85,1.66,335.44,394.29,,N,,16.66,101126.9,101109.2,
011HI,2024-01-15T11:30:00Z,99330.0,16.511,100.0,0.159,4.0,0.36,0.0,,0.0,51.4,49.6,56.3,12.46,-64.54,-5.37,-59.17,1.65,334.67,393.85,,N,,16.51,101126.9,101110.13,
011HI,2024-01-15T11:35:00Z,99320.0,16.611,100.0,0.391,4.89,0.782,0.0,,0.0,51.4,49.7,56.3,12.45,-64.3,-5.24,-59.06,1.94,335.0,394.06,,N,,16.61,101116.72,101099.34,
011HI,2024-01-15T11:40:00Z,99320.0,16.65,100.0,0.437,5.93,0.782,0.0,,0.0,51.4,49.7,56.3,12.45,-64.26,-5.27,-59.0,1.89,335.28,394.28,,N,,16.65,101116.72,101099.09,
011HI,2024-01-15T11:45:00Z,99310.0,16.639,100.0,0.298,4.71,0.556,0.0,,0.0,51.4,49.7,56.3,12.45,-64.63,-5.31,-59.32,1.83,334.92,394.24,,N,,16.64,101106.54,101088.98,
011HI,2024-01-15T11:50:00Z,99310.0,16.65,100.0,0.175,0.93,0.293,0.0,,0.0,51.4,49.6,56.3,12.45,-64.83,-5.35,-59.48,1.8,334.51,394.0,,N,,16.65,101106.54,101088.91,
011HI,2024-01-15T11:55:00Z,99320.0,16.6,100.0,0.185,1.91,0.293,0.0,,0.0,51.4,49.6,56.3,12.44,-65.1,-5.37,-59.72,1.69,333.93,393.66,,N,,16.6,101116.72,101099.4,
011HI,2024-01-15T12:00:00Z,99320.0,16.561,100.0,0.247,6.19,0.586,0.0,,0.0,51.4,49.6,56.3,12.44,-64.98,-5.36,-59.62,1.75,333.96,393.58,,N,,16.56,101116.72,101099.65,
011HI,2024-01-15T12:05:00Z,99320.0,16.511,100.0,0.396,7.35,0.849,0.0,,0.0,51.4,49.7,56.3,12.44,-64.45,-5.32,-59.13,1.75,334.31,393.44,,N,,16.51,101116.72,101099.96,
011HI,2024-01-15T12:10:00Z,99310.0,16.55,100.0,0.468,4.48,0.818,0.0,,0.0,51.4,49.7,56.3,12.43,-64.41,-5.21,-59.21,1.9,334.56,393.76,,N,,16.55,101106.54,101089.53,
011HI,2024-01-15T12:15:00Z,99300.0,16.528,100.0,0.231,3.98,0.684,0.0,,0.0,51.4,49.6,56.3,12.44,-64.46,-5.42,-59.04,1.74,334.32,393.36,,N,,16.53,101096.36,101079.49,
011HI,2024-01-15T12:20:00Z,99300.0,16.5,100.0,0.046,,0.329,0.0,,0.0,51.4,49.7,56.3,12.43,-64.71,-5.53,-59.17,1.8,333.87,393.04,,,,16.5,101096.36,101079.66,
011HI,2024-01-15T12:25:00Z,99290.0,16.472,100.0,0.252,4.98,0.653,0.0,,0.0,51.4,49.7,56.3,12.43,-64.72,-5.43,-59.29,1.9,333.67,392.95,,N,,16.47,101086.18,101069.66,
011HI,2024-01-15T12:30:00Z,99280.0,16.5,100.0,0.237,7.04,0.586,0.0,,0.0,51.4,49.6,56.3,12.43,-64.78,-5.25,-59.53,1.91,333.6,393.13,,N,,16.5,101076.0,101059.31,
011HI,2024-01-15T12:35:00Z,99270.0,16.522,100.0,0.098,5.81,0.556,0.0,,0.0,51.4,49.7,56.3,12.42,-64.92,-5.38,-59.54,1.77,333.31,392.85,,N,,16.52,101065.82,101048.99,
011HI,2024-01-15T12:40:00Z,99270.0,16.461,100.0,0.247,7.43,0.622,0.0,,0.0,51.4,49.7,56.3,12.43,-64.93,-5.36,-59.57,1.73,333.02,392.6,,N,,16.46,101065.82,101049.37,
011HI,2024-01-15T12:45:00Z,99270.0,16.5,100.0,0.365,3.92,0.751,0.0,,0.0,51.4,49.7,56.3,12.42,-64.47,-5.18,-59.29,1.82,333.82,393.11,,N,,16.5,101065.82,101049.13,
011HI,2024-01-15T12:50:00Z,99270.0,16.522,100.0,0.448,5.22,0.751,0.0,,0.0,51.4,49.7,56.3,12.42,-63.97,-5.15,-58.81,1.77,334.56,393.37,,N,,16.52,101065.82,101048.99,
011HI,2024-01-15T12:55:00Z,99270.0,16.489,100.0,0.257,1.21,0.36,0.0,,0.0,51.4,49.7,56.3,12.42,-64.11,-5.14,-58.97,1.66,334.37,393.34,,N,,16.49,101065.82,101049.2,
011HI,2024-01-15T13:00:00Z,99270.0,16.472,100.0,0.242,6.06,0.782,0.0,,0.0,51.4,49.7,56.3,12.41,-63.69,-5.18,-58.51,1.7,334.75,393.26,,N,,16.47,101065.82,101049.3,
011HI,2024-01-15T13:05:00Z,99270.0,16.45,100.0,0.087,3.64,0.293,0.0,,0.0,51.4,49.7,56.3,12.41,-64.05,-5.33,-58.72,1.76,334.15,392.87,,N,,16.45,101065.82,101049.44,
011HI,2024-01-15T13:10:00Z,99260.0,16.378,100.0,0.087,5.91,0.36,0.0,,0.0,51.4,49.7,56.3,12.41,-64.33,-5.29,-59.04,1.67,333.62,392.66,,N,,16.38,101055.64,101039.7,
011HI,2024-01-15T13:15:00Z,99260.0,16.372,100.0,0.01,0.33,0.195,0.0,,0.0,51.4,49.6,56.3,12.41,-64.2,-5.38,-58.83,1.75,333.52,392.35,,N,,16.37,101055.64,101039.74,
011HI,2024-01-15T13:20:00Z,99260.0,16.311,100.0,0.0,,0.0,0.0,,0.0,51.4,49.6,56.3,12.4,-63.09,-5.29,-57.79,1.58,333.32,391.12,,,,16.31,101055.64,101040.12,
011HI,2024-01-15T13:25:00Z,99260.0,16.272,100.0,0.129,0.33,0.391,0.0,,0.0,51.4,49.7,56.3,12.4,-62.82,-5.33,-57.49,1.76,333.26,390.75,,N,,16.27,101055.64,101040.36,
011HI,2024-01-15T13:30:00Z,99260.0,16.378,100.0,0.123,4.0,0.36,0.0,,0.0,51.4,49.7,56.3,12.4,-63.37,-5.31,-58.06,1.99,333.37,391.43,,N,,16.38,101055.64,101039.7,
011HI,2024-01-15T13:35:00Z,99260.0,16.261,100.0,0.021,2.86,0.165,0.0,,0.0,51.4,49.7,56.3,12.4,-64.14,-5.24,-58.9,1.69,332.52,391.42,,N,,16.26,101055.64,101040.43,
011HI,2024-01-15T13:40:00Z,99260.0,16.25,100.0,0.026,2.3,0.262,0.0,,0.0,51.4,49.7,56.3,12.4,-63.84,-5.18,-58.66,1.7,332.75,391.41,,N,,16.25,101055.64,101040.5,
011HI,2024-01-15T13:45:00Z,99260.0,16.05,100.0,0.082,2.21,0.195,0.0,,0.0,51.4,49.7,56.3,12.39,-64.22,-5.24,-58.99,1.41,332.03,391.02,,N,,16.05,101055.64,101041.74,
011HI,2024-01-15T13:50:00Z,99260.0,16.122,100.0,0.17,3.28,0.36,0.0,,0.0,51.4,49.7,56.3,12.39,-64.05,-4.99,-59.06,1.7,332.19,391.25,,N,,16.12,101055.64,101041.29,
011HI,2024-01-15T13:55:00Z,99270.0,16.139,100.0,0.221,3.15,0.427,0.0,,0.0,51.4,49.6,56.3,12.39,-63.72,-4.99,-58.73,1.6,332.86,391.59,,N,,16.14,101065.82,101051.37,
011HI,2024-01-15T14:00:00Z,99270.0,16.15,100.0,0.278,3.4,0.525,0.0,,0.0,51.4,49.7,56.3,12.38,-63.54,-5.05,-58.49,1.55,332.9,391.39,,N,,16.15,101065.82,101051.3,
011HI,2024-01-15T14:05:00Z,99270.0,16.139,100.0,0.288,5.65,0.684,0.0,,0.0,51.4,49.7,56.3,12.39,-63.88,-5.2,-58.68,1.65,332.75,391.43,,N,,16.14,101065.82,101051.37,
011HI,2024-01-15T14:10:00Z,99270.0,16.139,100.0,0.381,1.56,0.684,0.0,,0.0,51.4,49.7,56.3,12.38,-63.56,-5.21,-58.35,1.68,333.0,391.36,,N,,16.14,101065.82,101051.37,
011HI,2024-01-15T14:15:00Z,99270.0,16.139,100.0,0.442,0.95,0.72,0.0,,0.0,51.4,49.7,56.3,12.38,-63.54,-5.2,-58.34,1.73,333.12,391.46,,N,,16.14,101065.82,101051.37,
011HI,2024-01-15T14:20:00Z,99270.0,16.15,100.0,0.484,1.24,0.586,0.0,,0.0,51.4,49.7,56.3,12.38,-63.46,-5.23,-58.23,1.72,333.13,391.36,,N,,16.15,101065.82,101051.3,
011HI,2024-01-15T14:25:00Z,99270.0,16.139,100.0,0.195,2.05,0.586,0.0,,0.0,51.4,49.7,56.3,12.37,-63.34,-5.13,-58.21,1.66,332.9,391.11,,N,,16.14,101065.82,101051.37,
011HI,2024-01-15T14:30:00Z,99270.0,15.989,100.0,0.046,0.77,0.195,0.0,,0.0,51.4,49.7,56.3,12.37,-63.15,-5.07,-58.08,1.45,332.65,390.73,,N,,15.99,101065.82,101052.3,
011HI,2024-01-15T14:35:00Z,99280.0,15.961,100.0,0.139,1.78,0.262,0.0,,0.0,51.4,49.7,56.3,12.37,-62.51,-5.0,-57.51,1.58,333.26,390.77,,N,,15.96,101076.0,101062.65,
011HI,2024-01-15T14:40:00Z,99270.0,15.939,100.0,0.139,3.16,0.231,0.0,,0.0,51.4,49.7,56.3,12.36,-62.5,-4.94,-57.56,1.5,333.25,390.81,,N,,15.94,101065.82,101052.61,
011HI,2024-01-15T14:45:00Z,99270.0,15.911,100.0,0.118,2.63,0.195,0.0,,0.0,51.4,49.7,56.3,12.36,-62.74,-5.01,-57.73,1.57,332.91,390.63,,N,,15.91,101065.82,101052.79,
011HI,2024-01-15T14:50:00Z,99270.0,15.961,100.0,0.185,2.48,0.458,0.0,,0.0,51.4,49.7,56.3,12.37,-62.34,-4.99,-57.35,1.66,333.26,390.61,,N,,15.96,101065.82,101052.47,
011HI,2024-01-15T14:55:00Z,99260.0,15.961,100.0,0.324,3.67,0.556,0.0,,0.0,51.4,49.7,56.3,12.36,-62.14,-4.91,-57.23,1.59,333.59,390.82,,N,,15.96,101055.64,101042.29,
011HI,2024-01-15T15:00:00Z,99260.0,15.989,100.0,0.216,1.87,0.329,0.0,,0.0,51.4,49.7,56.3,12.36,-62.11,-4.91,-57.21,1.52,333.76,390.97,,N,,15.99,101055.64,101042.12,
011HI,2024-01-15T15:05:00Z,99270.0,15.95,100.0,0.057,0.15,0.195,0.0,,0.0,51.4,49.6,56.3,12.36,-62.12,-5.07,-57.05,1.49,333.38,390.43,,N,,15.95,101065.82,101052.54,
011HI,2024-01-15T15:10:00Z,99270.0,15.939,100.0,0.17,2.58,0.293,0.0,,0.0,51.3,49.6,56.3,12.36,-62.07,-4.83,-57.25,1.59,333.32,390.57,,N,,15.94,101065.82,101052.61,
011HI,2024-01-15T15:15:00Z,99270.0,15.878,100.0,0.005,0.38,0.165,0.0,,0.0,51.4,49.6,56.3,12.35,-62.08,-4.89,-57.19,1.37,333.27,390.46,,N,,15.88,101065.82,101052.99,
011HI,2024-01-15T15:20:00Z,99270.0,15.961,100.0,0.298,2.65,0.586,0.0,,0.0,51.3,49.7,56.3,12.35,-61.61,-4.93,-56.68,1.71,333.87,390.55,,N,,15.96,101065.82,101052.47,
011HI,2024-01-15T15:25:00Z,99270.0,16.022,100.0,0.37,1.48,0.525,0.0,,0.0,51.3,49.7,56.3,12.35,-61.28,-4.93,-56.34,1.68,334.57,390.91,,N,,16.02,101065.82,101052.09,
011HI,2024-01-15T15:30:00Z,99270.0,16.05,100.0,0.206,5.55,0.427,0.0,,0.0,51.3,49.7,56.3,12.35,-60.94,-4.71,-56.23,1.54,334.87,391.1,,N,,16.05,101065.82,101051.92,
011HI,2024-01-15T15:35:00Z,99270.0,16.05,100.0,0.154,4.95,0.391,0.0,,0.0,51.3,49.7,56.3,12.35,-60.77,-4.9,-55.87,1.48,335.12,390.99,,N,,16.05,101065.82,101051.92,
011HI,2024-01-15T15:40:00Z,99270.0,15.889,100.0,0.216,6.35,0.72,0.0,,0.0,51.3,49.7,56.3,12.35,-60.96,-4.68,-56.28,1.23,334.56,390.84,,N,,15.89,101065.82,101052.92,
011HI,2024-01-15T15:45:00Z,99270.0,15.978,100.0,0.545,3.42,0.751,0.0,,0.0,51.3,49.7,56.3,12.35,-60.28,-4.63,-55.65,1.48,335.38,391.03,,N,,15.98,101065.82,101052.37,
011HI,2024-01-15T15:50:00Z,99260.0,16.011,100.0,0.319,3.68,0.72,0.0,,0.0,51.3,49.6,56.3,12.34,-60.06,-4.62,-55.45,1.43,335.69,391.13,,N,,16.01,101055.64,101041.98,
011HI,2024-01-15T15:55:00Z,99260.0,16.039,100.0,0.437,3.25,0.751,0.0,,0.0,51.3,49.7,56.3,12.34,-59.64,-4.61,-55.04,1.54,336.36,391.39,,N,,16.04,101055.64,101041.81,
011HI,2024-01-15T16:00:00Z,99260.0,15.972,100.0,0.072,0.59,0.231,0.0,,0.0,51.3,49.7,56.3,12.34,-58.91,-4.53,-54.38,1.08,336.79,391.16,,N,,15.97,101055.64,101042.23,
011HI,2024-01-15T16:05:00Z,99260.0,15.85,100.0,0.134,0.76,0.231,0.0,,0.0,51.3,49.6,56.3,12.34,-46.05,-4.15,-41.9,1.27,349.19,391.1,,N,,15.85,101055.64,101042.99,
011HI,2024-01-15T16:10:00Z,99270.0,15.928,100.0,0.221,4.5,0.489,0.0,,0.0,51.3,49.7,56.3,12.35,-26.76,-2.66,-24.1,1.27,368.04,392.14,,N,,15.93,101065.82,101052.68,
011HI,2024-01-15T16:15:00Z,99270.0,16.061,100.0,0.185,3.89,0.427,0.0,,0.0,51.4,49.7,56.3,12.34,-42.86,-3.15,-39.71,1.25,352.98,392.69,,N,,16.06,101065.82,101051.85,
011HI,2024-01-15T16:20:00Z,99280.0,16.061,100.0,0.098,3.8,0.262,0.0,,0.0,51.4,49.7,56.2,12.34,-37.28,-3.27,-34.01,1.2,358.77,392.79,,N,,16.06,101076.0,101062.03,
011HI,2024-01-15T16:25:00Z,99280.0,16.178,100.0,0.391,1.65,0.653,0.0,,0.0,51.4,49.7,56.2,12.34,-48.19,-3.72,-44.47,1.48,348.58,393.05,,N,,16.18,101076.0,101061.3,
011HI,2024-01-15T16:30:00Z,99280.0,16.261,100.0,0.35,2.48,0.556,0.0,,0.0,51.4,49.7,56.2,12.33,-54.65,-4.28,-50.37,1.46,342.64,393.01,,N,,16.26,101076.0,101060.79,
011HI,2024-01-15T16:35:00Z,99280.0,16.25,100.0,0.067,1.25,0.231,0.0,,0.0,51.4,49.7,56.3,12.34,-57.82,-4.56,-53.26,1.39,339.63,392.89,,N,,16.25,101076.0,101060.86,
011HI,2024-01-15T16:40:00Z,99280.0,16.228,100.0,0.046,0.57,0.165,0.0,,0.0,51.4,49.7,56.3,12.34,-54.87,-4.41,-50.46,1.34,342.1,392.56,,N,,16.23,101076.0,101060.99,
011HI,2024-01-15T16:45:00Z,99280.0,15.878,100.0,0.0,,0.0,0.0,,0.0,51.4,49.7,56.2,12.34,-54.96,-4.49,-50.47,0.54,340.82,391.29,,,,15.88,101076.0,101063.17,
011HI,2024-01-15T16:50:00Z,99280.0,15.828,100.0,0.0,,0.0,0.0,,0.0,51.4,49.7,56.2,12.34,-55.84,-4.57,-51.27,1.16,339.0,390.27,,,,15.83,101076.0,101063.48,
011HI,2024-01-15T16:55:00Z,99280.0,15.961,100.0,0.0,,0.031,0.0,,0.0,51.4,49.7,56.3,12.34,-56.0,-4.62,-51.39,1.95,339.33,390.71,,,,15.96,101076.0,101062.65,
011HI,2024-01-15T17:00:00Z,99280.0,16.011,100.0,0.062,1.18,0.231,0.0,,0.0,51.4,49.7,56.2,12.34,-53.98,-4.01,-49.97,1.88,340.91,390.87,,N,,16.01,101076.0,101062.34,
011HI,2024-01-15T17:05:00Z,99280.0,15.972,100.0,0.01,0.78,0.195,0.0,,0.0,51.4,49.7,56.2,12.33,-54.84,-3.38,-51.46,1.57,339.48,390.94,,N,,15.97,101076.0,101062.59,
011HI,2024-01-15T17:10:00Z,99270.0,16.05,100.0,0.067,3.42,0.458,0.0,,0.0,51.4,49.7,56.2,12.33,-53.55,-2.1,-51.45,1.94,339.65,391.1,,N,,16.05,101065.82,101051.92,
011HI,2024-01-15T17:15:00Z,99270.0,16.05,100.0,0.051,3.07,0.36,1.81,,0.0,51.4,49.7,56.2,12.34,-50.05,0.07,-50.13,1.74,340.49,390.62,,N,,16.05,101065.82,101051.92,
011HI,2024-01-15T17:20:00Z,99270.0,16.022,100.0,0.01,2.86,0.195,5.72,,0.0,51.4,49.7,56.2,12.34,-43.95,3.25,-47.2,2.48,344.13,391.33,,N,,16.02,101065.82,101052.09,
011HI,2024-01-15T17:25:00Z,99270.0,16.1,100.0,0.01,0.25,0.165,8.96,,0.0,51.4,49.7,56.2,12.34,-42.99,6.27,-49.27,2.69,342.33,391.59,,N,,16.1,101065.82,101051.61,
011HI,2024-01-15T17:30:00Z,99270.0,16.061,100.0,0.0,,0.0,11.34,,0.0,51.4,49.7,56.2,12.35,-42.21,8.71,-50.92,2.63,341.03,391.95,,,,16.06,101065.82,101051.85,
011HI,2024-01-15T17:35:00Z,99270.0,16.139,100.0,0.0,,0.0,14.61,,0.0,51.4,49.7,56.2,12.36,-39.02,11.64,-50.67,2.97,341.15,391.82,,,,16.14,101065.82,101051.37,
011HI,2024-01-15T17:40:00Z,99270.0,16.089,100.0,0.0,,0.0,17.38,,0.0,51.4,49.7,56.2,12.35,-36.29,14.36,-50.65,3.02,341.07,391.72,,,,16.09,101065.82,101051.68,
011HI,2024-01-15T17:45:00Z,99270.0,16.128,100.0,0.0,,0.031,21.19,,0.0,51.4,49.7,56.2,12.35,-32.94,17.55,-50.49,3.63,341.55,392.04,,,,16.13,101065.82,101051.44,
011HI,2024-01-15T17:50:00Z,99270.0,16.322,100.0,0.201,17.54,0.72,24.66,,0.0,51.4,49.7,56.2,12.37,-29.86,20.84,-50.7,3.82,342.28,392.98,,NNE,,16.32,101065.82,101050.23,
011HI,2024-01-15T17:55:00Z,99280.0,16.439,100.0,0.231,2.76,0.622,27.85,,0.0,51.4,49.7,56.2,12.36,-26.83,23.88,-50.71,3.97,343.43,394.14,,N,,16.44,101076.0,101059.68,
011HI,2024-01-15T18:00:00Z,99280.0,16.639,100.0,0.473,3.05,0.684,32.29,,0.0,51.4,49.7,56.2,12.4,-22.06,27.77,-49.84,4.52,345.43,395.26,,N,,16.64,101076.0,101058.45,
011HI,2024-01-15T18:05:00Z,99280.0,16.689,100.0,0.021,0.16,0.262,40.72,,0.0,51.4,49.7,56.2,12.4,-11.92,35.24,-47.16,5.47,348.63,395.8,,N,,16.69,101076.0,101058.14,
011HI,2024-01-15T18:10:00Z,99290.0,16.65,100.0,0.005,0.0,0.165,45.22,,0.0,51.4,49.7,56.2,12.78,-11.93,36.04,-47.97,9.18,348.13,396.1,,N,,16.65,101086.18,101068.56,
011HI,2024-01-15T18:15:00Z,99290.0,16.928,100.0,0.087,0.86,0.556,52.2,,0.0,51.4,49.7,56.2,13.48,-10.82,35.66,-46.48,16.54,351.52,398.0,,N,,16.93,101086.18,101066.84,
011HI,2024-01-15T18:20:00Z,99290.0,17.389,100.0,0.015,1.04,0.231,53.95,,0.0,51.4,49.7,56.2,13.5,-14.22,36.54,-50.76,17.42,350.89,401.65,,N,,17.39,101086.18,101063.99,
011HI,2024-01-15T18:25:00Z,99290.0,17.611,100.0,0.0,,0.0,57.19,,0.0,51.4,49.7,56.2,13.48,-13.3,38.56,-51.86,18.63,352.51,404.37,,,,17.61,101086.18,101062.62,
011HI,2024-01-15T18:30:00Z,99290.0,17.789,100.0,0.0,,0.0,54.43,,0.0,51.4,49.7,56.2,13.45,-24.31,35.65,-59.96,18.78,345.84,405.8,,,,17.79,101086.18,101061.53,
011HI,2024-01-15T18:35:00Z,99300.0,18.278,100.0,0.0,,0.0,82.2,,0.0,51.4,49.7,56.2,13.47,0.92,60.69,-59.77,21.5,347.76,407.53,,,,18.28,101096.36,101068.71,
011HI,2024-01-15T18:40:00Z,99300.0,18.45,100.0,0.0,,0.0,113.52,,0.0,51.4,49.7,56.2,13.13,41.4,91.61,-50.2,21.92,360.06,410.26,,,,18.45,101096.36,101067.66,
011HI,2024-01-15T18:45:00Z,99300.0,18.411,100.0,0.0,,0.0,243.14,,0.0,51.4,49.7,56.2,13.41,181.95,214.35,-32.4,28.79,378.98,411.38,,,,18.41,101096.36,101067.89,
011HI,2024-01-15T18:50:00Z,99300.0,18.761,100.0,0.026,0.29,0.293,213.27,,0.0,51.4,49.7,56.2,13.41,130.18,183.44,-53.26,29.83,360.62,413.88,,N,,18.76,101096.36,101065.76,
011HI,2024-01-15T18:55:00Z,99300.0,19.0,100.0,0.0,,0.0,304.5,,0.0,51.4,49.7,56.2,13.42,211.43,275.35,-63.93,29.14,349.65,413.57,,,,19.0,101096.36,101064.3,
011HI,2024-01-15T19:00:00Z,99300.0,19.378,100.0,0.0,,0.0,235.02,,0.0,51.4,49.7,56.2,13.21,157.08,211.49,-54.42,23.53,360.76,415.17,,,,19.38,101096.36,101062.0,
011HI,2024-01-15T19:05:00Z,99310.0,19.522,100.0,0.0,,0.0,238.11,,0.0,51.4,49.7,56.2,13.39,170.44,209.56,-39.12,28.55,377.08,416.2,,,,19.52,101106.54,101071.3,
011HI,2024-01-15T19:10:00Z,99310.0,19.789,100.0,0.0,,0.0,319.92,,0.0,51.4,49.7,56.2,13.39,234.31,285.01,-50.7,34.91,368.11,418.81,,,,19.79,101106.54,101069.68,
011HI,2024-01-15T19:15:00Z,99310.0,19.889,99.9,0.0,,0.0,233.35,,0.0,51.4,49.7,56.2,13.39,165.17,205.98,-40.81,27.37,378.45,419.26,,,,19.87,101106.54,101069.07,
011HI,2024-01-15T19:20:00Z,99310.0,20.089,99.8,0.0,,0.0,183.51,,0.0,51.4,49.7,56.2,13.32,128.64,159.8,-31.16,23.71,389.46,420.63,,,,20.06,101106.54,101067.86,
011HI,2024-01-15T19:25:00Z,99310.0,20.289,98.7,0.0,,0.0,351.74,,0.0,51.4,49.7,56.2,13.36,280.96,310.5,-29.54,41.24,395.19,424.73,,,,20.08,101106.54,101066.65,
011HI,2024-01-15T19:30:00Z,99300.0,20.628,93.4,0.123,13.05,0.751,541.76,,0.0,51.4,49.7,56.2,13.37,429.12,486.09,-56.97,55.67,371.54,428.51,,NNE,,19.52,101096.36,101054.44,
011HI,2024-01-15T19:35:00Z,99300.0,21.322,84.3,0.201,18.95,0.684,309.85,,0.0,51.4,49.7,56.2,13.33,213.69,276.99,-63.3,32.86,362.61,425.91,,NNE,,18.55,101096.36,101050.29,
011HI,2024-01-15T19:40:00Z,99300.0,21.561,78.42,0.159,10.99,0.586,286.79,,0.0,51.4,49.7,56.2,13.27,192.2,255.4,-63.21,31.39,361.37,424.58,,N,,17.63,101096.36,101048.87,
011HI,2024-01-15T19:45:00Z,99300.0,21.772,79.14,0.031,5.9,0.329,227.51,,0.0,51.4,49.7,56.2,13.31,143.57,202.74,-59.16,24.78,364.09,423.26,,N,,17.98,101096.36,101047.61,
011HI,2024-01-15T19:50:00Z,99300.0,21.872,80.4,0.062,9.14,0.489,359.18,,0.0,51.4,49.7,56.2,13.31,258.03,321.66,-63.63,37.51,361.52,425.15,,N,,18.33,101096.36,101047.01,
