# STATION: 006HI
# STATION NAME: Spencer
# LATITUDE: 19.96400
# LONGITUDE: -155.25000
# ELEVATION [ft]: 1539.0
# STATE: HI
Station_ID,Date_Time,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,solar_radiation_set_1,soil_temp_set_1,precip_accum_five_minute_set_1,soil_moisture_set_1,soil_moisture_set_2,soil_moisture_set_3,volt_set_1,net_radiation_set_1,net_radiation_sw_set_1,net_radiation_lw_set_1,outgoing_radiation_sw_set_1,incoming_radiation_lw_set_1,outgoing_radiation_lw_set_1,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,dew_point_temperature_set_1d
,,Celsius,%,m/s,Degrees,W/m**2,Celsius,Millimeters,%,%,%,volts,W/m**2,W/m**2,W/m**2,W/m**2,W/m**2,W/m**2,Celsius,code,Celsius,Celsius
006HI,2024-01-15T10:05:00Z,15.433,83.74,1.353,208.6,0.0,18.55,0.0,66.3,67.6,72.7,,-75.77,-0.65,-75.11,0.0,305.2,380.94,,SSW,,12.67
006HI,2024-01-15T10:10:00Z,14.989,85.49,2.104,201.5,0.0,18.539,0.0,66.3,67.6,72.7,12.17,-75.55,-0.69,-74.86,0.0,304.96,380.11,,SSW,,12.55
006HI,2024-01-15T10:15:00Z,14.761,87.38,2.526,202.1,0.0,18.522,0.0,66.3,67.6,72.7,,-74.86,-0.62,-74.24,0.0,305.71,380.3,,SSW,,12.67
006HI,2024-01-15T10:20:00Z,14.75,87.13,2.788,195.7,0.0,18.5,0.0,66.3,67.6,72.7,12.16,-75.64,-0.65,-74.99,0.04,305.43,380.55,,SSW,,12.61
006HI,2024-01-15T10:25:00Z,14.811,86.11,2.577,191.7,0.0,18.472,0.0,66.3,67.6,72.7,,-75.86,-0.68,-75.17,0.0,304.25,379.98,,SSW,,12.49
006HI,2024-01-15T10:30:00Z,14.711,86.2,2.12,190.1,0.0,18.45,0.0,66.3,67.6,72.7,12.16,-74.74,-0.67,-74.08,0.0,304.43,378.79,,S,,12.41
006HI,2024-01-15T10:35:00Z,14.561,86.98,2.351,191.9,0.0,18.428,0.0,66.3,67.6,72.7,,-73.86,-0.65,-73.22,0.0,304.71,378.22,,SSW,,12.4
006HI,2024-01-15T10:40:00Z,14.567,87.12,2.264,195.4,0.0,18.411,0.0,66.2,67.6,72.7,12.16,-74.16,-0.62,-73.53,0.0,304.76,378.64,,SSW,,12.43
006HI,2024-01-15T10:45:00Z,14.594,86.95,2.521,196.1,0.0,18.378,0.0,66.2,67.6,72.7,,-74.08,-0.6,-73.48,0.0,305.02,378.76,,SSW,,12.43
006HI,2024-01-15T10:50:00Z,14.667,86.02,2.377,200.1,0.0,18.361,0.0,66.3,67.6,72.7,12.16,-74.14,-0.58,-73.56,0.0,304.58,378.59,,SSW,,12.33
006HI,2024-01-15T10:55:00Z,14.45,86.61,2.217,193.6,0.0,18.339,0.0,66.2,67.6,72.7,,-75.2,-0.66,-74.54,0.0,302.9,377.81,,SSW,,12.22
006HI,2024-01-15T11:00:00Z,14.622,86.97,2.428,188.8,0.0,18.311,0.0,66.2,67.6,72.7,12.15,-75.9,-0.58,-75.32,0.06,303.8,379.4,,S,,12.46
006HI,2024-01-15T11:05:00Z,15.239,83.54,3.051,186.6,0.0,18.278,0.0,66.3,67.6,72.7,,-78.45,-0.61,-77.84,0.05,302.73,380.96,,S,,12.44
006HI,2024-01-15T11:10:00Z,15.844,81.56,3.076,186.8,0.0,18.25,0.0,66.3,67.6,72.7,12.15,-81.2,-0.67,-80.53,0.09,302.35,383.28,,S,,12.67
006HI,2024-01-15T11:15:00Z,16.256,79.34,3.04,191.7,0.0,18.211,0.0,66.3,67.6,72.7,,-82.52,-0.65,-81.88,0.01,301.65,383.99,,SSW,,12.65
006HI,2024-01-15T11:20:00Z,16.256,79.59,3.246,185.9,0.0,18.178,0.0,66.2,67.6,72.7,12.15,-82.95,-0.67,-82.28,0.0,301.69,384.45,,S,,12.69
006HI,2024-01-15T11:25:00Z,16.472,78.68,2.886,183.1,0.0,18.161,0.0,66.2,67.6,72.7,,-83.29,-0.68,-82.61,0.0,301.71,384.97,,S,,12.73
006HI,2024-01-15T11:30:00Z,16.533,76.94,3.082,190.3,0.0,18.15,0.0,66.2,67.6,72.7,12.15,-83.67,-0.67,-83.0,0.0,300.35,384.01,,S,,12.44
006HI,2024-01-15T11:35:00Z,16.189,77.6,2.521,199.5,0.0,18.128,0.0,66.2,67.6,72.7,,-82.92,-0.68,-82.24,0.0,299.78,382.6,,SSW,,12.24
006HI,2024-01-15T11:40:00Z,15.85,79.48,2.691,194.7,0.0,18.128,0.0,66.2,67.6,72.7,12.14,-81.67,-0.67,-81.0,0.0,299.87,381.52,,SSW,,12.28
006HI,2024-01-15T11:45:00Z,15.833,79.91,2.855,191.6,0.0,18.122,0.0,66.2,67.6,72.7,,-81.46,-0.66,-80.79,0.0,299.86,381.38,,SSW,,12.34
006HI,2024-01-15T11:50:00Z,15.911,79.73,2.84,196.2,0.0,18.111,0.0,66.2,67.6,72.7,12.14,-81.3,-0.61,-80.69,0.0,300.34,381.75,,SSW,,12.38
006HI,2024-01-15T11:55:00Z,15.922,78.85,2.608,198.3,0.0,18.089,0.0,66.2,67.6,72.7,,-81.32,-0.65,-80.68,0.0,299.72,381.21,,SSW,,12.22
006HI,2024-01-15T12:00:00Z,15.617,79.62,2.145,206.4,0.0,18.078,0.0,66.2,67.6,72.7,12.14,-80.47,-0.66,-79.81,0.0,299.58,380.07,,SSW,,12.08
006HI,2024-01-15T12:05:00Z,15.522,81.02,2.264,201.8,0.0,18.061,0.0,66.2,67.6,72.7,,-80.35,-0.59,-79.76,0.0,300.34,380.65,,SSW,,12.25
006HI,2024-01-15T12:10:00Z,15.522,80.45,1.857,204.0,0.0,18.05,0.0,66.2,67.6,72.7,12.13,-80.06,-0.63,-79.43,0.0,299.67,379.75,,SSW,,12.14
006HI,2024-01-15T12:15:00Z,15.294,81.4,1.631,209.6,0.0,18.028,0.0,66.2,67.6,72.7,,-79.68,-0.66,-79.03,0.0,299.91,379.54,,SSW,,12.1
006HI,2024-01-15T12:20:00Z,15.183,82.21,1.682,210.6,0.0,18.022,0.0,66.2,67.6,72.7,12.13,-79.76,-0.63,-79.13,0.0,299.56,379.21,,SSW,,12.14
006HI,2024-01-15T12:25:00Z,15.239,82.54,1.929,201.2,0.0,18.0,0.0,66.2,67.6,72.7,,-79.43,-0.55,-78.88,0.0,299.71,379.1,,SSW,,12.26
006HI,2024-01-15T12:30:00Z,15.2,82.34,2.058,203.2,0.0,17.978,0.0,66.2,67.6,72.7,12.13,-79.02,-0.59,-78.43,0.0,299.17,378.15,,SSW,,12.18
006HI,2024-01-15T12:35:00Z,15.35,81.8,2.336,198.6,0.0,17.961,0.0,66.2,67.6,72.7,,-78.92,-0.54,-78.38,0.0,299.35,378.22,,SSW,,12.23
006HI,2024-01-15T12:40:00Z,15.333,81.67,2.598,195.2,0.0,17.939,0.0,66.2,67.6,72.7,12.13,-79.24,-0.63,-78.61,0.0,298.99,378.2,,SSW,,12.19
006HI,2024-01-15T12:45:00Z,15.472,81.25,2.536,200.5,0.0,17.922,0.0,66.2,67.6,72.7,,-79.92,-0.57,-79.35,0.0,299.13,379.2,,SSW,,12.25
006HI,2024-01-15T12:50:00Z,15.178,81.72,2.588,198.8,0.0,17.9,0.0,66.2,67.6,72.7,12.12,-79.4,-0.66,-78.74,0.0,298.67,378.04,,SSW,,12.05
006HI,2024-01-15T12:55:00Z,15.006,83.16,2.598,195.5,0.0,17.878,0.0,66.2,67.6,72.7,,-78.28,-0.62,-77.65,0.0,299.47,377.7,,SSW,,12.15
006HI,2024-01-15T13:00:00Z,14.894,83.64,2.531,197.1,0.0,17.861,0.0,66.2,67.6,72.7,12.13,-77.49,-0.6,-76.89,0.0,299.72,377.07,,SSW,,12.12
006HI,2024-01-15T13:05:00Z,14.789,84.45,2.531,197.1,0.0,17.85,0.0,66.2,67.6,72.7,,-77.35,-0.63,-76.72,0.0,300.02,377.1,,SSW,,12.17
006HI,2024-01-15T13:10:00Z,14.944,84.98,2.603,198.7,0.0,17.828,0.0,66.2,67.6,72.7,12.12,-77.17,-0.58,-76.59,0.0,300.93,377.93,,SSW,,12.42
006HI,2024-01-15T13:15:00Z,14.883,84.82,2.166,201.4,0.0,17.811,0.0,66.2,67.6,72.7,,-76.82,-0.58,-76.24,0.0,300.57,377.36,,SSW,,12.33
006HI,2024-01-15T13:20:00Z,14.817,86.12,2.397,195.0,0.0,17.789,0.0,66.2,67.6,72.7,12.12,-76.31,-0.63,-75.68,0.0,300.98,377.12,,SSW,,12.5
